order_id,order_date,customer_id,product_id,warehouse_id,quantity,sales_amount,discount,delivery_days
O05964,2024-08-16,C0243,P0283,W002,3,7430.0,0.09,11
O05965,2025-04-28,C0417,P0079,W003,10,71965.33,0.18,14
O05966,2025-01-21,C2273,P0447,W002,9,6640.74,0.23,9
O05967,2025-05-25,C1984,P0450,W003,3,14367.64,0.1,15
O05968,2026-04-02,C0943,P0383,W001,6,48509.31,0.01,6
O05969,2026-05-07,C4835,P0275,W001,7,32168.44,0.24,5
O05970,2026-04-11,C3175,P0109,W001,3,6435.68,0.04,9
O05971,2024-08-02,C4496,P0186,W005,5,16011.62,0.15,5
O05972,2024-07-27,C0502,P0013,W005,1,2200.18,0.14,12
O05973,2026-02-06,C0283,P0380,W002,10,40110.56,0.22,11
O05974,2025-05-25,C4063,P0342,W002,8,5174.35,0.1,9
O05975,2024-11-11,C4894,P0183,W005,2,8107.31,0.19,1
O05976,2024-06-22,C2220,P0348,W001,8,18888.43,0.11,4
O05977,2025-11-06,C3437,P0371,W001,4,14507.62,0.14,14
O05978,2025-02-23,C2929,P0250,W004,1,2252.7,0.16,1
O05979,2024-12-28,C0450,P0225,W001,6,24777.45,0.04,15
O05980,2024-12-17,C4119,P0463,W005,5,13516.62,0.23,11
O05981,2024-09-08,C4241,P0256,W001,9,25899.67,0.14,13
O05982,2026-01-05,C0178,P0166,W003,9,34951.95,0.13,15
O05983,2026-03-06,C1838,P0410,W004,2,10113.92,0.23,11
O05984,2026-03-13,C2042,P0442,W004,10,34256.98,0.22,14
O05985,2025-01-21,C4734,P0247,W003,9,19606.29,0.23,15
O05986,2024-08-27,C1246,P0294,W005,1,2966.43,0.21,4
O05987,2026-04-27,C0631,P0058,W001,5,4271.39,0.12,13
O05988,2024-10-28,C0112,P0205,W005,5,23944.16,0.11,7
O05989,2025-12-01,C4556,P0483,W004,8,29255.38,0.24,12
O05990,2024-12-05,C1513,P0188,W001,9,26769.04,0.17,10
O05991,2024-09-05,C2923,P0228,W004,9,15989.89,0.21,14
O05992,2024-10-01,C4277,P0292,W001,3,18842.32,0.07,8
O05993,2025-04-27,C4159,P0342,W005,2,1236.1,0.14,6
O05994,2025-10-11,C0250,P0102,W001,8,36679.27,0.07,7
O05995,2025-07-14,C1321,P0431,W004,9,27624.5,0.02,6
O05996,2024-06-26,C1750,P0136,W001,2,3192.24,0.13,3
O05997,2026-04-06,C4103,P0025,W002,8,38967.18,0.22,2
O05998,2025-10-21,C0997,P0245,W004,5,9444.52,0.15,15
O05999,2026-02-06,C4525,P0233,W005,8,39498.84,0.24,5
O06000,2025-09-23,C3329,P0035,W003,1,1133.56,0.24,3
O06001,2026-01-23,C3317,P0291,W002,4,22700.52,0.08,12
O06002,2026-04-07,C0829,P0235,W004,10,61116.72,0.16,9
O06003,2024-08-29,C2402,P0446,W004,7,28100.01,0.23,10
O06004,2024-12-15,C0663,P0383,W002,1,7839.89,0.04,11
O06005,2026-05-22,C1466,P0276,W004,10,46735.01,0.13,1
O06006,2025-08-08,C0134,P0086,W004,8,43386.59,0.14,13
O06007,2026-03-14,C3118,P0046,W002,7,40115.99,0.19,15
O06008,2025-04-03,C2110,P0240,W003,6,21405.12,0.11,10
O06009,2025-06-17,C4255,P0300,W003,10,48670.28,0.01,5
O06010,2026-05-01,C1678,P0084,W005,10,41481.5,0.18,2
O06011,2025-06-04,C1910,P0466,W003,6,6373.63,0.16,4
O06012,2025-04-28,C3030,P0081,W004,9,8199.06,0.19,7
O06013,2025-09-13,C1906,P0334,W004,3,14204.64,0.03,3
O06014,2024-08-01,C2511,P0046,W001,1,6792.12,0.04,4
O06015,2024-12-08,C3451,P0145,W001,10,59641.04,0.02,15
O06016,2026-04-21,C0708,P0121,W004,8,38439.63,0.04,6
O06017,2025-10-30,C3974,P0284,W004,10,4987.4,0.12,4
O06018,2025-12-03,C0695,P0086,W003,2,10089.9,0.2,2
O06019,2025-05-17,C3728,P0164,W001,8,39214.16,0.04,15
O06020,2025-07-28,C4967,P0331,W001,10,59898.48,0.2,11
O06021,2026-04-06,C4984,P0147,W001,1,6246.4,0.1,8
O06022,2024-07-03,C3859,P0363,W002,3,11989.82,0.13,1
O06023,2025-05-04,C1833,P0127,W004,6,19112.61,0.06,13
O06024,2026-02-07,C1263,P0320,W001,9,6968.27,0.1,4
O06025,2025-04-18,C2579,P0295,W002,5,22018.82,0.09,9
O06026,2024-06-13,C3530,P0457,W005,6,2311.42,0.18,8
O06027,2025-05-10,C4584,P0052,W005,3,4808.88,0.11,12
O06028,2024-10-09,C3092,P0431,W001,7,17539.37,0.2,9
O06029,2024-12-17,C1414,P0355,W005,10,54402.83,0.14,13
O06030,2024-07-26,C2104,P0254,W002,4,21787.2,0.04,13
O06031,2025-06-29,C0946,P0080,W005,6,10471.94,0.21,2
O06032,2026-02-12,C2840,P0355,W002,5,29415.48,0.07,14
O06033,2024-11-05,C1762,P0064,W003,4,7370.48,0.05,5
O06034,2024-10-25,C2584,P0297,W001,10,18936.91,0.08,8
O06035,2024-08-05,C4894,P0415,W001,4,11326.58,0.17,13
O06036,2025-10-30,C1222,P0056,W001,8,23341.86,0.18,13
O06037,2026-01-08,C0277,P0167,W001,6,13660.32,0.23,7
O06038,2025-10-22,C0342,P0098,W005,10,39978.89,0.24,9
O06039,2024-10-19,C1242,P0066,W001,3,11994.36,0.09,12
O06040,2024-10-29,C1746,P0057,W005,1,951.35,0.13,10
O06041,2026-06-08,C1345,P0392,W005,1,3282.98,0.17,13
O06042,2026-01-22,C1292,P0459,W003,3,18706.11,0.1,1
O06043,2025-04-28,C4797,P0027,W001,4,22046.21,0.09,7
O06044,2025-12-27,C1611,P0145,W003,7,37914.66,0.11,8
O06045,2025-08-30,C0390,P0346,W003,9,6252.04,0.21,6
O06046,2025-03-20,C2344,P0491,W004,3,10608.11,0.13,1
O06047,2025-12-15,C4825,P0012,W003,7,3894.91,0.08,12
O06048,2024-12-30,C0737,P0345,W005,4,15534.02,0.11,11
O06049,2026-05-29,C4697,P0435,W005,1,674.22,0.12,7
O06050,2025-07-02,C4164,P0260,W004,7,17141.4,0.21,10
O06051,2024-06-12,C0575,P0146,W005,5,6333.73,0.15,14
O06052,2024-06-16,C4431,P0021,W004,5,24613.92,0.04,13
O06053,2024-08-01,C3664,P0409,W002,5,12716.62,0.13,13
O06054,2025-05-20,C3705,P0290,W004,9,27358.57,0.13,1
O06055,2024-08-15,C4206,P0465,W002,3,9899.84,0.07,6
O06056,2025-02-02,C4379,P0335,W001,10,27418.41,0.1,2
O06057,2025-03-13,C2871,P0359,W001,1,4521.22,0.13,14
O06058,2025-12-07,C1946,P0331,W002,10,62893.4,0.16,6
O06059,2025-05-22,C2818,P0114,W002,5,16880.91,0.09,5
O06060,2025-05-14,C4552,P0128,W005,6,4500.18,0.17,2
O06061,2024-06-28,C1808,P0229,W003,4,18905.88,0.24,8
O06062,2025-04-21,C1025,P0113,W004,6,12591.66,0.24,1
O06063,2025-07-30,C0627,P0423,W003,3,12013.54,0.1,14
O06064,2024-07-11,C0246,P0352,W002,1,1184.2,0.1,5
O06065,2026-04-13,C3376,P0146,W003,9,12741.98,0.05,13
O06066,2025-01-03,C0746,P0410,W005,5,32837.4,0.0,14
O06067,2026-04-15,C2383,P0485,W002,9,14483.71,0.14,11
O06068,2025-08-31,C1583,P0208,W005,3,10990.03,0.14,10
O06069,2024-09-22,C0863,P0424,W002,1,1769.21,0.06,5
O06070,2025-03-26,C0316,P0241,W003,8,6744.53,0.14,5
O06071,2024-11-21,C2595,P0438,W001,2,6035.66,0.07,5
O06072,2025-10-24,C0070,P0100,W002,7,5640.72,0.15,3
O06073,2025-09-09,C0105,P0413,W003,6,20493.77,0.23,3
O06074,2025-08-14,C0791,P0086,W002,5,27116.62,0.14,9
O06075,2026-03-20,C4832,P0478,W005,10,46164.5,0.0,1
O06076,2026-06-04,C2707,P0474,W002,3,4581.96,0.16,12
O06077,2025-10-29,C2846,P0478,W003,9,33653.92,0.19,8
O06078,2025-10-02,C0970,P0487,W001,5,22049.81,0.21,3
O06079,2025-03-16,C1376,P0094,W004,8,32064.3,0.18,4
O06080,2026-01-19,C2388,P0184,W002,5,24109.51,0.17,8
O06081,2025-09-10,C0356,P0499,W003,5,10839.96,0.24,13
O06082,2025-02-28,C4052,P0362,W005,10,35403.48,0.16,5
O06083,2025-06-28,C0638,P0494,W003,6,43416.04,0.13,10
O06084,2025-01-22,C1210,P0400,W001,2,5530.08,0.22,2
O06085,2025-05-30,C4099,P0335,W005,4,10358.07,0.15,5
O06086,2025-08-27,C3713,P0326,W004,3,6542.73,0.24,15
O06087,2025-12-30,C2310,P0308,W005,5,9225.71,0.08,8
O06088,2025-07-29,C2863,P0159,W004,4,16957.63,0.17,8
O06089,2025-06-24,C0808,P0159,W002,3,15016.7,0.02,11
O06090,2024-08-02,C3409,P0382,W005,1,677.59,0.13,8
O06091,2025-12-02,C3725,P0290,W002,3,8490.59,0.19,8
O06092,2026-03-13,C1514,P0386,W003,5,19480.9,0.03,3
O06093,2025-05-05,C3836,P0091,W002,9,18846.6,0.08,15
O06094,2025-11-02,C3052,P0463,W005,6,19590.32,0.07,10
O06095,2026-03-25,C0547,P0006,W004,7,21198.01,0.11,2
O06096,2026-05-22,C4067,P0217,W005,5,35671.07,0.02,13
O06097,2024-11-08,C3904,P0378,W005,1,3273.45,0.14,6
O06098,2026-04-30,C1783,P0106,W004,10,46302.86,0.08,2
O06099,2026-04-06,C3064,P0354,W004,2,1095.13,0.04,14
O06100,2025-07-14,C3195,P0353,W004,6,5608.96,0.23,14
O06101,2025-11-28,C1564,P0310,W003,7,19461.97,0.03,13
O06102,2025-04-13,C1168,P0084,W004,7,29391.16,0.17,9
O06103,2025-04-10,C1653,P0209,W004,9,32103.32,0.12,13
O06104,2024-12-28,C0104,P0038,W002,1,3665.42,0.1,15
O06105,2025-12-09,C3953,P0361,W001,7,7720.38,0.21,11
O06106,2024-11-24,C2383,P0426,W003,3,14989.46,0.06,9
O06107,2024-08-25,C2849,P0479,W003,9,32241.54,0.15,11
O06108,2026-02-27,C0081,P0296,W003,5,9924.73,0.16,15
O06109,2025-03-03,C1285,P0165,W002,5,12869.03,0.05,1
O06110,2024-08-16,C3068,P0061,W002,4,10881.63,0.16,1
O06111,2024-09-09,C3324,P0375,W002,2,8048.48,0.2,4
O06112,2026-03-09,C1538,P0010,W002,10,14248.04,0.15,10
O06113,2025-10-13,C1164,P0431,W003,3,7234.99,0.23,10
O06114,2025-02-20,C0404,P0276,W001,1,4995.81,0.07,9
O06115,2026-01-04,C3024,P0120,W005,10,35893.1,0.0,2
O06116,2025-10-14,C3339,P0239,W001,6,21591.27,0.03,2
O06117,2025-02-09,C4161,P0227,W001,3,5764.52,0.14,14
O06118,2025-06-02,C3230,P0035,W003,4,5727.48,0.04,1
O06119,2026-03-29,C2619,P0028,W005,8,12621.17,0.1,15
O06120,2025-01-28,C1134,P0463,W002,4,10953.73,0.22,6
O06121,2024-10-20,C4915,P0419,W001,5,6454.19,0.24,10
O06122,2026-05-16,C0294,P0039,W002,9,48821.39,0.24,14
O06123,2024-12-27,C2954,P0080,W005,8,15199.78,0.14,10
O06124,2025-12-12,C1504,P0303,W002,4,7793.28,0.16,10
O06125,2026-02-28,C4595,P0344,W001,4,6862.94,0.06,9
O06126,2025-10-29,C1441,P0448,W003,6,11581.93,0.14,5
O06127,2026-04-16,C3182,P0109,W002,2,3530.68,0.21,5
O06128,2024-07-01,C4358,P0401,W001,6,40384.38,0.14,15
O06129,2024-09-21,C2753,P0260,W003,5,14878.61,0.04,9
O06130,2025-08-07,C4116,P0213,W002,4,13942.71,0.17,15
O06131,2025-05-05,C3345,P0171,W002,7,22139.26,0.16,11
O06132,2026-02-28,C4041,P0045,W004,2,2986.82,0.24,12
O06133,2025-12-02,C0934,P0099,W005,3,2708.29,0.11,14
O06134,2024-07-22,C1079,P0293,W005,2,6969.36,0.18,4
O06135,2026-03-31,C4545,P0152,W004,9,17224.56,0.06,8
O06136,2026-02-06,C1643,P0426,W001,4,21049.02,0.01,3
O06137,2025-03-13,C2278,P0316,W004,4,20696.85,0.25,11
O06138,2026-05-20,C3384,P0236,W005,1,3049.52,0.19,11
O06139,2024-09-21,C4334,P0288,W004,8,17307.94,0.05,14
O06140,2026-03-18,C3977,P0488,W001,2,9410.16,0.18,14
O06141,2024-07-25,C2297,P0114,W003,1,3301.98,0.11,12
O06142,2025-07-31,C2014,P0144,W004,2,4189.79,0.22,10
O06143,2025-09-01,C1517,P0177,W002,4,21679.85,0.03,12
O06144,2024-11-04,C0218,P0080,W004,10,20988.06,0.05,2
O06145,2026-03-02,C3222,P0385,W002,9,23493.15,0.21,10
O06146,2024-08-09,C3772,P0383,W003,10,62882.44,0.23,7
O06147,2026-01-20,C4650,P0250,W003,6,13998.89,0.13,1
O06148,2026-02-01,C4963,P0227,W002,1,2077.91,0.07,2
O06149,2025-04-09,C4588,P0003,W003,4,10186.77,0.14,9
O06150,2026-02-19,C4988,P0314,W002,5,30468.0,0.0,3
O06151,2025-06-10,C0110,P0497,W004,3,14214.82,0.12,3
O06152,2025-11-26,C3239,P0144,W005,8,18907.75,0.12,2
O06153,2025-10-06,C0629,P0262,W005,8,8113.92,0.0,15
O06154,2025-12-10,C1296,P0055,W001,8,8770.42,0.14,9
O06155,2024-07-20,C2210,P0269,W001,10,49432.11,0.05,14
O06156,2025-06-06,C2372,P0220,W002,9,41837.26,0.13,12
O06157,2026-04-23,C0293,P0332,W005,8,28411.29,0.11,8
O06158,2026-04-10,C2802,P0300,W004,9,36281.48,0.18,5
O06159,2024-11-01,C4735,P0131,W002,9,4930.63,0.23,12
O06160,2025-07-30,C3367,P0393,W005,10,76259.76,0.13,9
O06161,2024-10-27,C0670,P0102,W004,9,39045.68,0.12,13
O06162,2026-06-09,C4641,P0349,W003,5,35302.98,0.02,15
O06163,2026-04-27,C0524,P0062,W001,9,12687.95,0.16,9
O06164,2025-05-29,C2899,P0120,W002,4,12203.65,0.15,10
O06165,2024-08-03,C2457,P0457,W004,1,455.71,0.03,1
O06166,2026-01-22,C4076,P0345,W004,8,34209.76,0.02,12
O06167,2024-09-16,C3636,P0183,W005,4,19417.5,0.03,8
O06168,2025-05-04,C4245,P0109,W005,2,3754.14,0.16,1
O06169,2025-06-07,C0635,P0285,W002,6,12227.59,0.11,14
O06170,2025-02-02,C0476,P0377,W002,1,513.35,0.1,1
O06171,2026-04-29,C3109,P0115,W001,1,1311.57,0.21,5
O06172,2025-12-18,C4815,P0423,W001,4,17085.93,0.04,12
O06173,2025-12-24,C3456,P0298,W004,3,18218.09,0.16,8
O06174,2025-05-30,C4966,P0454,W002,8,35281.71,0.23,7
O06175,2025-08-26,C0763,P0203,W004,9,3873.12,0.15,10
O06176,2024-12-30,C1637,P0106,W002,9,39407.76,0.13,4
O06177,2024-11-13,C1664,P0143,W001,4,19307.29,0.04,3
O06178,2024-12-27,C2462,P0103,W002,6,23633.3,0.22,2
O06179,2025-01-04,C2950,P0323,W002,1,372.85,0.09,2
O06180,2025-01-25,C2565,P0140,W003,9,6466.59,0.19,4
O06181,2025-07-22,C0225,P0349,W005,6,42363.58,0.02,7
O06182,2025-08-19,C1849,P0467,W003,10,38971.78,0.23,12
O06183,2024-09-27,C0905,P0053,W003,2,5741.22,0.07,7
O06184,2026-01-26,C3053,P0208,W004,3,12395.73,0.03,10
O06185,2026-04-07,C4167,P0297,W005,3,5928.08,0.04,6
O06186,2026-01-15,C1541,P0483,W001,2,7987.49,0.17,5
O06187,2024-10-15,C4178,P0389,W002,8,27193.04,0.02,13
O06188,2025-09-30,C4247,P0175,W005,8,15822.66,0.17,3
O06189,2024-12-29,C4594,P0419,W003,1,1477.67,0.13,11
O06190,2025-10-10,C2440,P0425,W004,8,4935.93,0.24,1
O06191,2024-12-25,C2747,P0409,W003,4,11576.51,0.01,6
O06192,2026-03-11,C1279,P0240,W004,1,3527.44,0.12,3
O06193,2025-01-09,C2703,P0294,W002,8,28237.45,0.06,13
O06194,2025-05-25,C0392,P0115,W004,8,12484.78,0.06,5
O06195,2025-03-22,C1112,P0013,W001,8,19034.12,0.07,13
O06196,2024-09-19,C2672,P0056,W001,5,16545.68,0.07,2
O06197,2025-01-27,C3834,P0016,W004,6,19065.48,0.0,3
O06198,2025-08-09,C2578,P0213,W002,5,20998.05,0.0,10
O06199,2026-04-10,C3221,P0496,W001,8,7487.69,0.04,6
O06200,2024-10-29,C2662,P0085,W001,4,16530.24,0.04,15
O06201,2025-09-16,C4027,P0305,W004,10,9653.74,0.11,13
O06202,2024-06-11,C2277,P0330,W002,5,17843.94,0.02,15
O06203,2026-05-03,C4326,P0148,W005,7,22948.03,0.23,2
O06204,2025-10-26,C2328,P0141,W004,3,18728.86,0.15,14
O06205,2025-12-11,C1789,P0169,W004,6,18488.2,0.1,4
O06206,2025-12-28,C4145,P0131,W002,1,626.11,0.12,14
O06207,2024-11-02,C0504,P0463,W004,2,6038.59,0.14,15
O06208,2026-04-08,C0190,P0129,W001,2,14907.32,0.07,7
O06209,2024-06-12,C2669,P0203,W004,9,4556.61,0.0,12
O06210,2025-11-25,C4178,P0005,W004,8,12514.33,0.11,15
O06211,2024-07-15,C2523,P0121,W003,5,19520.12,0.22,8
O06212,2026-04-17,C0633,P0030,W001,4,13205.42,0.08,14
O06213,2026-05-23,C1228,P0340,W005,7,19410.78,0.02,2
O06214,2024-10-04,C4107,P0144,W005,2,4512.08,0.16,14
O06215,2025-07-02,C4263,P0348,W004,3,7560.68,0.05,14
O06216,2026-02-21,C3595,P0405,W004,2,1526.03,0.24,9
O06217,2026-04-10,C2097,P0123,W005,9,6986.52,0.19,4
O06218,2025-08-31,C3912,P0465,W001,2,6528.93,0.08,12
O06219,2026-05-30,C2969,P0491,W003,9,35848.1,0.02,4
O06220,2025-10-14,C1092,P0255,W004,6,36102.84,0.01,7
O06221,2025-06-12,C3730,P0208,W003,3,10095.49,0.21,11
O06222,2026-06-09,C4174,P0341,W004,7,8634.12,0.04,5
O06223,2025-09-27,C0443,P0091,W003,4,7738.94,0.15,12
O06224,2025-08-18,C0197,P0399,W005,4,6115.18,0.14,7
O06225,2025-02-10,C1260,P0203,W005,6,2703.59,0.11,12
O06226,2024-12-18,C4108,P0131,W005,2,1195.3,0.16,4
O06227,2025-06-29,C3453,P0185,W005,5,8951.65,0.08,1
O06228,2025-07-14,C0733,P0178,W001,9,64081.96,0.06,12
O06229,2026-01-07,C2639,P0491,W001,10,37392.57,0.08,3
O06230,2024-11-29,C1976,P0211,W003,4,18022.07,0.11,15
O06231,2024-11-25,C3690,P0359,W003,7,32739.9,0.1,7
O06232,2025-12-02,C1055,P0354,W003,3,1403.13,0.18,12
O06233,2024-09-11,C2403,P0494,W002,9,73358.14,0.02,13
O06234,2025-04-04,C3085,P0328,W005,10,4862.7,0.14,3
O06235,2025-06-02,C2402,P0447,W002,8,6976.13,0.09,13
O06236,2025-11-10,C0250,P0225,W002,4,13249.05,0.23,8
O06237,2025-05-20,C3800,P0038,W004,5,18327.1,0.1,10
O06238,2024-10-17,C2985,P0275,W005,3,14874.88,0.18,12
O06239,2024-10-12,C2789,P0115,W001,4,6508.02,0.02,14
O06240,2024-08-03,C0546,P0492,W005,1,750.68,0.11,1
O06241,2024-09-01,C0042,P0194,W003,2,616.47,0.15,12
O06242,2025-02-18,C0399,P0191,W005,6,28113.2,0.19,15
O06243,2026-03-17,C1877,P0030,W001,10,29066.28,0.19,3
O06244,2025-10-03,C2304,P0207,W004,8,43839.69,0.11,8
O06245,2025-10-13,C4481,P0139,W002,10,7441.11,0.13,1
O06246,2026-03-17,C1334,P0077,W002,3,11276.12,0.08,11
O06247,2024-08-22,C4312,P0252,W005,2,4772.18,0.19,14
O06248,2025-04-05,C3958,P0453,W002,3,19522.4,0.17,14
O06249,2025-08-18,C0059,P0115,W004,10,15605.97,0.06,14
O06250,2024-08-15,C4412,P0414,W005,9,2277.12,0.13,6
O06251,2026-03-09,C1103,P0201,W005,7,5205.51,0.12,6
O06252,2024-07-12,C3207,P0159,W002,1,4341.56,0.15,3
O06253,2026-04-07,C3578,P0384,W005,6,31750.16,0.1,8
O06254,2024-09-07,C4296,P0272,W002,5,25340.0,0.24,10
O06255,2025-10-30,C3989,P0269,W005,1,4058.64,0.22,12
O06256,2025-08-20,C1851,P0481,W005,7,29710.43,0.25,5
O06257,2025-10-16,C4198,P0029,W002,5,6025.4,0.18,5
O06258,2025-08-23,C3081,P0205,W005,7,30131.98,0.2,5
O06259,2024-10-05,C4168,P0466,W003,9,9105.19,0.2,3
O06260,2025-12-21,C3017,P0187,W005,6,30987.65,0.15,12
O06261,2024-08-04,C3729,P0094,W005,1,4350.19,0.11,7
O06262,2024-07-28,C2532,P0443,W005,7,30304.64,0.08,10
O06263,2024-12-31,C3801,P0183,W005,3,12911.64,0.14,2
O06264,2025-07-23,C4016,P0056,W005,7,18929.68,0.24,4
O06265,2025-07-08,C3207,P0341,W005,1,1246.29,0.03,14
O06266,2026-06-03,C0280,P0154,W002,8,3453.91,0.18,2
O06267,2025-05-16,C1832,P0303,W005,4,8257.17,0.11,5
O06268,2025-07-26,C4110,P0122,W002,2,8240.05,0.03,14
O06269,2025-03-16,C0875,P0428,W001,8,53986.92,0.01,5
O06270,2024-06-24,C0596,P0444,W002,3,14640.2,0.09,11
O06271,2026-05-19,C3714,P0337,W003,1,6080.5,0.16,5
O06272,2025-05-22,C3719,P0468,W002,2,6971.79,0.18,12
O06273,2024-11-17,C1143,P0149,W005,5,13299.32,0.23,6
O06274,2025-07-01,C2694,P0089,W005,3,4987.73,0.22,2
O06275,2026-01-06,C4958,P0406,W002,3,22836.57,0.05,2
O06276,2025-11-01,C3932,P0422,W002,8,27361.17,0.18,15
O06277,2025-04-27,C0354,P0004,W002,3,11056.03,0.12,12
O06278,2025-02-07,C1116,P0373,W005,10,30239.88,0.07,14
O06279,2026-06-04,C3855,P0416,W002,7,40155.5,0.06,14
O06280,2026-06-04,C2346,P0448,W003,2,3501.51,0.22,9
O06281,2026-03-19,C4871,P0392,W005,3,11510.21,0.03,1
O06282,2025-04-25,C4029,P0440,W003,8,28696.2,0.24,7
O06283,2024-12-21,C3733,P0301,W002,1,6199.0,0.11,3
O06284,2025-11-21,C4624,P0320,W005,2,1634.53,0.05,12
O06285,2024-08-11,C0964,P0172,W004,10,7886.76,0.16,8
O06286,2026-05-07,C2967,P0428,W005,1,6475.7,0.05,7
O06287,2026-04-19,C2282,P0080,W004,6,12327.73,0.07,3
O06288,2025-10-09,C1793,P0254,W005,7,35744.62,0.1,1
O06289,2025-03-14,C2091,P0112,W001,6,44906.71,0.05,11
O06290,2024-10-11,C1331,P0183,W002,5,22019.84,0.12,13
O06291,2025-07-17,C1206,P0223,W005,6,21648.63,0.06,8
O06292,2024-09-28,C2464,P0274,W001,5,20583.57,0.08,13
O06293,2024-11-14,C3816,P0158,W004,6,22018.32,0.2,15
O06294,2025-10-21,C0149,P0373,W001,5,15282.52,0.06,11
O06295,2025-12-17,C4468,P0313,W005,9,45783.79,0.04,1
O06296,2024-12-18,C3755,P0307,W002,4,1064.25,0.16,2
O06297,2024-09-13,C4779,P0498,W003,8,25646.76,0.13,7
O06298,2025-09-21,C3138,P0158,W003,5,20871.53,0.09,5
O06299,2025-10-27,C3087,P0209,W002,6,22618.25,0.07,3
O06300,2024-11-26,C2910,P0340,W002,9,20882.15,0.18,12
O06301,2025-09-20,C2713,P0398,W002,6,7104.57,0.02,9
O06302,2025-12-10,C1904,P0332,W003,10,33917.98,0.15,15
O06303,2024-09-20,C0534,P0212,W002,6,15058.21,0.11,6
O06304,2025-03-25,C1208,P0447,W004,9,7934.39,0.08,8
O06305,2025-12-14,C4544,P0399,W001,7,11074.88,0.11,1
O06306,2025-03-10,C3212,P0159,W003,7,32178.64,0.1,2
O06307,2024-08-27,C3423,P0448,W001,5,10773.89,0.04,14
O06308,2024-07-05,C2413,P0072,W002,2,7838.93,0.14,14
O06309,2025-05-22,C2516,P0149,W004,1,3005.3,0.13,13
O06310,2026-03-10,C3244,P0207,W005,9,49319.65,0.11,4
O06311,2024-12-29,C1430,P0229,W003,4,19154.64,0.23,4
O06312,2026-03-05,C3918,P0360,W005,6,28782.03,0.04,13
O06313,2024-08-06,C1806,P0044,W001,8,40018.43,0.2,2
O06314,2026-01-29,C3973,P0325,W004,6,7479.88,0.05,6
O06315,2024-07-18,C4187,P0348,W001,8,16341.68,0.23,2
O06316,2025-09-11,C2028,P0437,W005,5,8665.5,0.13,13
O06317,2024-07-04,C3396,P0320,W002,3,2322.76,0.1,14
O06318,2026-05-20,C0178,P0292,W004,10,65509.14,0.03,9
O06319,2026-04-03,C1581,P0433,W002,3,9410.42,0.21,3
O06320,2024-12-26,C1160,P0050,W001,6,4934.42,0.01,9
O06321,2024-11-29,C4256,P0029,W005,8,10110.92,0.14,6
O06322,2025-01-25,C2419,P0248,W003,6,31009.96,0.06,15
O06323,2025-11-05,C2677,P0061,W003,3,7966.91,0.18,10
O06324,2024-12-16,C2943,P0240,W002,4,13468.39,0.16,12
O06325,2025-05-25,C4902,P0258,W003,2,2352.64,0.22,7
O06326,2026-01-12,C3657,P0268,W002,10,24211.53,0.07,3
O06327,2026-05-28,C4760,P0391,W001,9,53035.99,0.24,6
O06328,2025-12-02,C1807,P0214,W002,10,32955.1,0.09,4
O06329,2024-06-25,C4028,P0109,W005,4,7329.52,0.18,11
O06330,2026-05-15,C3338,P0259,W005,5,24090.77,0.22,11
O06331,2025-02-14,C1773,P0284,W003,1,549.75,0.03,7
O06332,2025-07-10,C1962,P0493,W005,2,11866.39,0.1,4
O06333,2025-04-16,C0773,P0352,W001,1,1197.36,0.09,1
O06334,2025-01-18,C0960,P0115,W001,7,9878.25,0.15,6
O06335,2025-08-09,C4493,P0031,W001,4,3016.82,0.22,12
O06336,2025-08-21,C4912,P0091,W004,3,6760.2,0.01,3
O06337,2024-11-11,C0793,P0039,W003,4,25124.46,0.12,3
O06338,2024-11-07,C2404,P0345,W005,2,8465.17,0.03,12
O06339,2025-07-25,C1134,P0425,W005,2,1282.69,0.21,4
O06340,2024-08-17,C2873,P0280,W004,4,6362.82,0.23,4
O06341,2025-04-23,C1441,P0012,W005,5,2358.72,0.22,3
O06342,2024-12-24,C1277,P0442,W004,6,24243.4,0.08,8
O06343,2026-04-07,C0366,P0336,W003,4,20190.52,0.0,4
O06344,2024-09-21,C0273,P0332,W005,8,31603.57,0.01,13
O06345,2025-05-11,C3199,P0276,W005,4,21272.49,0.01,1
O06346,2024-08-01,C3334,P0062,W001,8,11949.5,0.11,13
O06347,2026-04-05,C3734,P0295,W005,6,28745.44,0.01,15
O06348,2026-04-28,C3124,P0266,W004,6,6944.78,0.1,5
O06349,2025-06-07,C0203,P0420,W002,5,2740.04,0.23,12
O06350,2024-11-15,C4682,P0426,W004,9,44968.37,0.06,15
O06351,2025-05-04,C1363,P0197,W002,2,5061.75,0.06,7
O06352,2025-04-07,C1274,P0117,W004,1,5743.86,0.02,1
O06353,2026-02-10,C0350,P0248,W003,5,24467.08,0.11,8
O06354,2025-05-20,C1230,P0350,W003,5,11995.2,0.17,3
O06355,2024-07-10,C0064,P0163,W004,2,3736.26,0.09,14
O06356,2025-03-16,C1335,P0319,W003,4,18798.72,0.2,2
O06357,2025-08-21,C0245,P0162,W002,9,13021.35,0.12,5
O06358,2025-03-18,C3074,P0178,W002,10,59082.66,0.22,12
O06359,2025-01-12,C0794,P0476,W002,2,6015.66,0.16,3
O06360,2024-11-02,C4934,P0458,W005,4,10460.14,0.21,1
O06361,2026-02-05,C2231,P0412,W004,8,34572.38,0.12,5
O06362,2025-01-14,C3748,P0363,W005,6,25633.4,0.07,4
